minute,cpu_usage,cpu_smoothed
197,12.93686089,451.7961128208798
198,14.27938981,452.3304760262798
199,14.529149737000001,452.5688741069398
200,2191.289356404,449.6273008791998
201,10.89600492,448.7861523521998
202,12.47448747,448.69367766819977
203,10.11803699,447.86140710419977
204,13.780189363,447.71161502939987
205,2165.606399444,442.57502363739985
206,64.4267116541,453.28116498421986
207,92.24660993,469.23558947621984
208,35.480081108,474.3079982998199
209,32.765384682,478.1050373636198
210,2221.0242985497,489.1886171847597
211,33.030770743,482.90942900253975
212,35.76635435,471.61337788653975
213,31.46807516,470.81097669693975
214,24.808068677,469.21951349593974
215,2171.522750748,459.3192039355998
216,25.69483987,457.85201776099973
217,20.774597532,454.85366639739976
218,23.38630083,453.23731153139977
219,19.500658829,452.1758295617998
220,2132.387236303,444.3487266727998
221,27.94468313,444.7986953247998
222,28.63753935,446.3712836883998
223,23.309759099,446.35597534219977
224,30.1562894717,448.4871014707398
225,2112.456067887,444.50086778753973
226,10.702667339,441.05246462933974
227,12.570648906,437.83908654053977
228,32.34160737,439.6454561947397
229,68.43162602,447.30052350439973
230,2145.083542263,453.82601837959976
231,22.079107096,456.1013063309997
232,23.416057607,458.2703880711997
233,66.1395422247,465.0299750421397
234,17.549355979,454.8535210339398
235,2116.180676021,449.0729477855399
236,15.147793043,447.6866849749399
237,40.2190708357,451.0472876206798
238,51.282881786,448.0759555329399
239,42.06008873,452.97810208313985
240,2187.934132874,467.3287934537399
241,13.931483062,467.08553145753984
242,26.540701743,464.3498576389999
243,47.232159669,463.53971321559993
244,35.93246742,462.31418895359985
245,2103.531254307,445.4336132401998
246,22.53768664,447.1548539557998
247,18.90019963,445.6267535331998
248,25.540979932,441.28851758579975
249,20.71646517,438.24531713579984
250,2137.869558469,445.1129779681998
251,22.063240028,445.0180886457998
252,16.96012575,444.6300738697998
253,16.65451694,442.8527812713998
254,23.21684449,443.3528571353998
255,2114.787397206,438.73642488279984
256,26.9512147,439.7140198171998
257,26.50359354,441.62271337519985
258,18.45323748,441.98245748319977
259,18.283854819,440.9958595489999
260,2011.259025866,420.2901852809999
261,23.621124295,419.6241671999998
262,15.405521806,417.4045528531998
263,12.198247545,416.15355486619984
264,35.46619804,419.5900235103998
265,2186.351620797,454.60854249659985
266,18.606360883,453.6055898141998
267,88.240675963,468.17262064559975
268,21.628111096,470.0585933557998
269,17.85353775,466.53606129779973
270,2078.328687941,444.93147472659973
271,46.9409442,450.5983913899998
272,45.21268642,441.9927934813998
273,44.11568213,446.4903076881998
274,21.08307607,447.1362153521998
275,2190.997136433,469.66990505059977
276,22.25003828,464.73172386659974
277,14.91975495,458.6731375725997
278,19.14520323,453.6790417925998
279,17.38813129,452.9400528365997
280,2132.063250349,441.15327561979973
281,21.2697624457,440.9572204529398
282,21.88463257,442.3501959769398
283,14.81369219,441.48389376893977
284,15.11323553,441.0289146169397
285,2045.973445892,423.8109537255397
286,13.66847055,422.29069534639973
287,14.334599773,420.7806887869997
288,13.511565168,420.52026338259964
289,18.98528182,421.29467264059974
290,1993.427109615,410.78540538519974
291,18.83196137,411.8181035491997
292,17.709012387,412.4929860719997
293,20.56672902,413.9040188423998
294,23.945764959999998,414.89611547039976
295,2023.8862933,420.98795220739976
296,11.36041828,419.49364358939977
297,14.0597879,418.76379869199974
298,9.72041829,416.59453654599963
299,17.90966221,415.3873159959997
300,2054.404272089,421.4909117537998
301,17.95247815,422.8093237277998
302,20.48370833,424.0941078137997
303,12.338881999,424.61780055559973
304,16.71287269,424.3784426515998
305,2104.97209198,434.49200662979985
306,10.11774731,432.9250604617999
307,13.30905668,431.49013013179984
308,14.01391658,431.8251370479999
309,14.03475924,431.2895143579998
310,2100.555453723,430.4061867065998
311,12.65088344,430.91281393259976
312,14.503914870000001,431.1517855705998
313,14.616879456,431.27237814579973
314,21.5180181,432.7690299177998
315,2049.3816652897,422.53427223113977
316,15.54676726,423.1134489951397
317,20.13588004,424.2398420291398
318,53.49873387,432.01621291193976
319,16.265318348,430.9656729615398
320,2214.882540575,464.0658480185998
321,36.097074058,468.1759093781999
322,42.7820669657,472.70514676333977
323,75.16440185,477.03828035933986
324,29.595156888,479.7042480673398
325,2034.535998282,443.63493960873984
326,9.56113439,438.32775167513984
327,29.7668095,435.7247001819998
328,58.240966346,432.34001308119986
329,26.052073551,431.63139641379985
330,2139.7714299914,452.67848275567985
331,13.82594903,453.53144568367986
332,23.37015428,452.2521146396799
333,14.2870684937,443.4613350692198
334,16.167866558,441.4844936706198
335,2095.2614509387,432.5824978600798
336,17.23421667,433.26415138807977
337,16.841514426,431.95842341727973
338,15.5143707037,432.2038838592798
339,14.661861762,431.9026829000798
340,2167.3670279961,446.32379831155987
341,17.8374396274,446.4444429030398
342,22.6040827037,447.59695655857985
343,15.1124051437,447.5165634465799
344,26.717624129,449.9277159199799
345,2145.478794905,445.5500693017599
346,34.013274037,448.7852361836799
347,14.447970947,447.15401383233996
348,19.674788556,448.0664905147999
349,11.94072762,445.11111121299984
350,2076.071437073,431.2296396465998
351,14.168272141,427.2606392673999
352,13.938671526,427.1587793831998
353,16.26862298,426.47754626799986
354,22.442457912000002,428.5778923263999
355,1968.721516974,407.1079083065998
356,11.90846193,406.6559462643998
357,11.110458269,406.0903036129998
358,9.40230948,404.7170409129998
359,11.735004062,402.5755501429998
360,1995.38496279,407.9082393061998
361,16.85221872,408.89699066419985
362,146.641015019,436.0031020141998
363,24.824123863,439.0874648907999
364,24.19901534,441.5802671463998
365,2085.593350245,459.6219446373998
366,17.288649746,459.70923084259977
367,12.402614483,432.86155073539976
368,15.725784779,431.0418829185998
369,11.57991559,428.5180629685998
370,2149.514448081,441.3022825357998
371,35.776923571,444.99993730079984
372,21.349051766,446.78922475739984
373,27.116590831,449.0673859677998
374,17.919583922,450.33531963419983
375,2101.21081063,440.67459214399986
376,22.16411238,437.9520299057998
377,14.996575876,436.6815347277999
378,18.46058754,434.95033406959993
379,15.09308967,434.38503521919984
380,1982.586371092,410.66014731159976
381,27.73760581,411.7748459975998
382,12.772507597,411.3300323417998
383,16.529087808,410.9437323953998
384,18.32897041,411.59090854339985
385,1861.059280333,387.28549039159986
386,22.807859435,386.2995411165998
387,15.593085575,386.8636567121998
388,24.83972852,388.52578485459986
389,17.095399667,388.2790707059998
390,1873.052009357,390.6776165107998
391,20.06493732,390.1290320877998
392,14.69612343,389.9496396587998
393,19.669861625,388.9156662797998
394,21.722692117,389.8411247697999
395,1931.898178793,401.61035865699984
396,21.496793315,401.89672985599987
397,18.826230462999998,402.72275126259984
398,16.53032114,402.09484316559985
399,14.48148107,400.6466009561998
400,1944.796218859,403.2262089693998
401,18.97864892,402.7225800903998
402,62.58585508,411.4745050137998
403,35.61897913,415.29223661179975
404,13.89567019,415.1750744357998
405,1959.543635997,418.1245578633998
406,14.58115177,417.2450584333998
407,17.922521531,408.3123917235998
408,10.88768999,403.3661338955998
409,8.31464269,402.2499283955998
410,2023.021154615,414.94543211919984
411,9.574842062,413.9441701775998
412,22.64877041,414.88941995339974
413,13.76736109,415.4653541733998
414,11.05028315,416.01248226539985
415,1923.574545696,396.1231604815998
416,11.839682589999999,396.57612858719983
417,13.49621726,394.74561795719984
418,11.814421885,394.3550301161998
419,9.322073699,394.0093882259998
420,2086.7664696767,426.64777302213986
421,13.753096386,427.0304557813398
422,12.649075613,426.86102745193983
423,21.95781988,428.8897070509398
424,14.774730117,429.9802383345397
425,2069.3628323,426.49951085919963
426,18.13063036,427.37501765399963
427,20.99134972,429.04347247539965
428,44.96582486,433.6450734713996
429,69.5775168397,444.6056308159397
430,2130.641111847,456.86128672533977
431,18.606917971,456.95654424753974
432,16.606888866,456.07965207673976
433,13.357438028,449.75797471033985
434,44.466843122,444.73583996679974
435,2151.7768238877,448.96298237493977
436,39.925443864,453.2266875535398
437,18.918043681,453.68891851653973
438,18.38560346,454.6945516029397
439,19.64828003,449.7308389845398
440,2061.626277934,431.7007297937997
441,16.545305847,427.0247021903997
442,16.05927393,426.45294824019976
443,11.8519948,425.14622650819973
444,12.01095441,423.61876138419973
445,1980.917142433,407.4769342839997
446,28.255213807,409.81891587599966
447,30.16893503,412.64084809599973
448,47.49132692,419.7687145199998
449,18.027246513,420.9719729405997
450,1994.581955716,423.7049355971998
451,42.205106797,426.4949141951997
452,159.06586685,452.2743005591998
453,29.280761456,448.6321874663998
454,20.763445159,449.1794271955997
455,2127.482498015,475.75953565539965
456,36.05722285,474.52995886599973
457,99.0353237937,462.5238502547398
458,42.58878163,465.18545428953973
459,22.89077039,465.6109193357398
460,2218.801542955,483.87472832373976
461,22.43237503,481.14975875973977
462,23.834008161,466.10949563319974
463,25.16981829,462.6257029651998
464,25.899911506,463.2275311883997
465,2290.99889053,477.66700070339976
466,16.614675753,476.50346084799975
467,15.121625083,474.7609842323997
468,33.67291079,476.46160273239974
469,18.01678661,474.88497775319973
470,2290.8662012,474.8584398871997
471,16.84214739,474.90393421459964
472,16.156948383,475.1109988745998
473,24.30691252,473.23779922059975
474,23.24504212,474.2834503225998
475,2387.7390984657,493.65802977573975
476,182.558337373,526.8012677723398
477,103.600583618,544.2899948193397
478,55.10179215,550.4489707453397
479,62.771999987,558.3543623187397
480,2507.302609345,582.2670644945997
481,54.395363328,556.6344696855997
482,52.850085437,546.4843700493998
483,33.13041654,542.0900949273997
484,24.504157275,534.4365263849998
485,2425.897099716,518.1554244591997
486,18.06812397,510.8899765875998
487,18.66246463,504.0524524261997
488,35.59169776,504.5447086701997
489,18.43450048,503.33077731119977
490,2477.7794302767,513.7072434233398
491,18.27235202,513.7480890333397
492,21.741222953,514.3638406979397
493,31.76082025,513.5976651959397
494,17.207009605,513.3521670209398
495,2400.2920646227,497.8546938901397
496,20.22829579,498.24588264413967
497,14.45641258,496.78892056953975
498,14.321213310000001,493.30099918153974
499,35.51571113,496.9627394865397
500,2471.7311940777,511.2505653775397
501,22.68956224,511.7428186675397
502,13.67951442,511.58743903553966
503,16.763198648,512.0758361031396
504,14.128205109,507.79833489893974
505,2361.173531067,485.6868022967998
506,12.70169755,483.6892293587997
507,10.82201363,483.11772920079983
508,16.00377013,482.9658434971998
509,20.90933978,484.32207043139977
510,2343.775448994,480.8424540167997
511,16.58672864,481.6194602347997
512,16.245345359999998,482.70412658079965
513,15.77905621,482.6591837967997
514,17.75136555,482.02758895079967
515,2293.412187961,471.95493674419976
516,14.946169572,471.6268249305998
517,10.94679633,470.5671151245998
518,11.00193068,469.6116900185998
519,12.018413205,468.46509954959976
520,2336.251762729,477.0330145031997
521,11.69531006,476.3828426007996
522,11.34412419,476.4623081727997
523,15.741632972,477.41024863119964
524,15.16429932,478.03942585419975
525,2315.394360354,473.8679453791998
526,9.96971113,473.52282559319985
527,7.93802896,472.84160654719983
528,12.89719628,472.27271920879986
529,9.78631396,471.19712213679975
530,2526.21584526,513.3614191179997
531,16.3072867487,514.6289342417397
532,17.214955297,516.4843195091397
533,12.04303056,516.3134863651397
534,12.537051838,516.8636339407398
535,2302.721169916,472.1646988719397
536,11.8234238,471.2679262821997
537,9.927238235,469.81038286979975
538,9.25431214,469.2526391857997
539,12.51151133,469.24753108419975
540,2356.529460082,480.0091891173997
541,159.9665585857,509.6378160745397
542,293.563233193,566.3650150661397
543,85.8580351,581.6857596581397
544,91.08723171,597.4009037341397
545,2403.045310223,606.7040737623397
546,23.690542647,579.4488705745996
547,14.27090296,523.5904045279997
548,16.551832131,509.72916393419973
549,16.55714993,494.82314757819967
550,2658.1765520087,545.8493959353398
551,16.46753498,544.4047944019397
552,20.09623514,545.5698608379397
553,15.970367047,545.4535678211398
554,19.9315014737,546.1284381298798
555,2798.6062340987,574.2143745478797
556,25.0848335337,575.9378342586198
557,25.191288819,576.9568449944197
558,25.2460570327,578.8119829915597
559,28.317142105,580.4891111178197
560,2607.3333961564,542.2345435293597
561,34.796719698,544.1769207622197
562,26.2936107517,544.3973851487597
563,26.300881282,544.6083499986197
564,29.89613966,544.9241495096197
565,2378.214909538,499.1004521859398
566,22.363174433,496.6137431329398
567,18.560661214,495.06715322539975
568,17.649933813,493.33696373159984
569,16.287103666,490.61515653279974
570,2211.383725989,457.24891982299977
571,14.867473222,455.7497795807998
572,21.57319608,456.35228655399976
573,25.20649641,457.86359907339977
574,26.95567955,459.99731425019974
575,2223.092052072,462.33897946679974
576,18.20673273,463.00683136839973
577,31.947627615,465.0817176753997
578,18.4953673,463.7394918533997
579,17.29746242,461.8078484273998
580,2346.027007932,486.3948395993997
581,24.063231875,487.56613942839965
582,17.39236722,484.65508734939965
583,41.546384958,489.2652908809997
584,62.736650552,498.3531285073997
585,2350.131087442,499.1739444093997
586,17.75572299,497.9124426323997
587,17.901595857,498.01428835979976
588,21.538505072,494.0127123825997
589,15.86232826,484.6378479241997
590,2316.175188435,477.84666812279977
591,15.04671098,477.3048657207998
592,15.8827379,476.9010941293997
593,13.86055796,475.3655047069998
594,13.92651236,474.97834152699977
595,2244.180780153,460.57945987059975
596,13.778238387,460.3257653519997
597,13.24619273,459.7984563179997
598,50.31918609,467.09018194399977
599,25.22513788,469.34990704799964
600,2310.028448987,482.5194408147997
601,14.91509989,482.74681311539973
602,12.922849547,482.6821444787997
603,15.79000311,475.77630788279964
604,16.07522901,473.9463261087996
605,2292.750542065,470.49074472439963
606,45.573318947,476.62238853579964
607,27.89750804,479.61732023439953
608,14.94115442,479.44755049639963
609,15.065118565,479.2455284073996
610,2372.952432046,495.2859064035996
611,13.412909191,488.8538244523996
612,13.32800647,485.9399241383997
613,11.55699513,485.26309228039963
614,13.83745306,485.01755917939965
615,2391.374878371,488.70204844439957
616,16.420879933,489.3036425927996
617,15.646187251,489.7672787489995
618,13.461166379,490.14811299879955
619,13.99331385,490.1792851567996
620,2390.1569106487,489.9356916123396
621,16.914153378,490.0343463013396
622,28.522078660000002,492.60952458313966
623,18.010177856,493.5193268785397
624,12.74151382,493.26896687253964
625,2316.388489399,478.5152826225996
626,64.24601651,487.9816552489997
627,24.28896409,487.1350323349996
628,16.96583032,486.92616282779954
629,20.82522929,488.5429059217996
630,2323.295827068,489.92437345559966
631,10.870184707,479.24920709499963
632,8.35454647,476.0623235709997
633,12.562891463,475.18173579959966
634,11.8675296317,473.39019586793967
635,2264.267580321,461.58454651853964
636,18.93178629,463.19686683513964
637,21.82118999,465.8901955391396
638,15.0215913247,466.3819355114797
639,140.3020047064,492.0688305264196
640,2194.840102525,478.1833349672196
641,56.815772625,485.7601322342196
642,151.29355873,511.6546059822196
643,133.58616859,535.3675214352795
644,114.87333054,530.2817866019997
645,2928.4003957587,676.9938452487397
646,111.77497499,687.9856857217396
647,30.322979534999998,663.7915698827397
648,23.068737965,641.6880837577397
649,22.72695028,623.2588077057396
650,3170.6239507187,671.7035186977397
651,34.279978875,656.2045194747396
652,50.4159816637,660.2231199004797
653,36.284799941,662.8663322956797
654,25.608585543,663.4426593482797
655,3124.294011494,654.1766715033397
656,31.658217106,653.6523191495396
657,41.755903933,651.9203036033996
658,62.297762212,657.1228960575996
659,59.509575502,663.9030940493997
660,3145.1935491377,668.0830015781396
661,41.8822419987,670.1278065566796
662,23.3320711987,666.4430400098197
663,32.502820928,660.4840517530197
664,21.72232597,652.9266018466196
665,2747.510121675,573.3899163540797
666,35.242027712,572.0618734967396
667,40.495653966,575.4945900501997
668,24.553940454,573.9048139553996
669,19.196530054,573.3996547721997
670,2378.0668860279998,499.51100764279965
671,28.565759626,498.1757540255996
672,20.52113039,494.1808493103996
673,20.9929596,493.4686531395996
674,19.888434737,493.60703407619957
675,2268.053894999,471.60443587039964
676,16.805170314,469.25231800799963
677,22.036751002,469.5554421303997
678,22.6531537,469.88748095039966
679,24.06908128,470.72361025899966
680,2251.311507654,467.3751327899996
681,25.013026928,469.0167041127996
682,22.477122282,469.10477836879954
683,25.01609892,469.5773674127996
684,28.13047405,470.3896459667996
685,2283.265401597,476.7804247553997
686,35.8258499617,478.9429893621397
687,29.575274929,480.36261989153974
688,87.118034509,492.7830070093397
689,48.379099013,496.8327320019397
690,2395.863340092,519.3523197009397
691,35.745733113,519.3362963311996
692,51.471456448,523.7155326349996
693,36.392076982,513.5703411295997
694,28.57152672,509.6088266709996
695,2356.923899975,501.82093864759963
696,35.940185899,501.85982920479967
697,46.841971797,500.93393227459967
698,41.2239499271,501.9003068636196
699,42.27071108,504.6401437356197
700,2369.091183721,507.0736004848197
701,52.183740128,510.3223113306197
702,30.721743972,507.0982657656197
703,24.0589128637,503.6652583529397
704,47.329956339,504.6771074047397
705,2360.8217868117,503.0232280228796
706,48.1846174634,502.22340348995965
707,71.0070402467,510.28046274489964
708,45.688584792,514.6063971305596
709,22.460837542,509.63257337115965
710,2361.957051569,509.8596263226197
711,31.947538273,506.61221048453973
712,83.359470829,509.08269660099967
713,43.039766174,508.5529328773997
714,31.563096709,510.37338471079966
715,2284.3634950269998,494.85467340239956
716,21.26968162,492.7191020717995
717,26.766813188,481.4005705435996
718,42.474785614,481.2875744315996
719,25.25557903,480.0260708957996
720,2298.656263716,482.8846246335996
721,17.563702521,482.14342881379963
722,17.605503678,480.31116691179966
723,21.261444037,476.0684985963997
724,17.2819328107,474.4737693525396
725,2298.747549345,474.49202647833965
726,22.270461645,475.43337830313965
727,28.63930517,477.64013860153955
728,18.937382575,477.1753263091397
729,14.904453313,476.6998304095997
730,2355.325700257,488.0154605919996
731,20.5777161147,487.67691148593957
732,29.625395233,487.8741294985397
733,18.22337707,487.73132839753964
734,16.743039296,488.0990455941396
735,2327.270821486,482.4880698399396
736,19.89529147,482.35158491099963
737,17.1743775507,479.86138137453963
738,16.46686251,479.5100784625396
739,17.684819159,479.69843443513963
740,2326.78322099,479.6009143359396
741,22.348107848,480.09147761153963
742,14.1704031,479.4906827213996
743,15.996590051,479.3966282295996
744,18.242553768,479.5081751513996
745,2349.351518255,484.02183460439966
746,16.02541255,482.75729554479966
747,36.08084208,487.13938334079967
748,19.24952567,487.7899704645996
749,19.635050181,488.06846974719963
750,2331.785854921,484.5553370803997
751,14.466548052,484.2435641807996
752,15.347101993,480.0968161633997
753,14.306749243,479.10826087799967
754,18.759200829,478.9330910075996
755,2346.796674698,481.93525496299964
756,14.482911683,481.9385276891997
757,19.85604047,482.8403153845996
758,16.727222254,483.3244099867996
759,17.9874392,483.17005766099965
760,2625.6472204854,538.9401668184796
761,22.777875843700002,540.5991596506195
762,13.66842027,539.3616356106197
763,17.050301427,539.4262514452196
764,17.839385267,539.3966406586196
765,2831.046365143,580.4764695901397
766,29.23809477,581.7685133753996
767,18.58031115,582.7508915513996
768,16.54323557,582.6494783799997
769,17.014506819,582.4845026903997
770,2939.0165698767,604.0785436371397
771,16.20455441,601.4718355651397
772,18.17442526,601.3906583871396
773,28.91646594,603.8653044611398
774,21.907148928999998,604.8438328831396
775,2859.920480299,589.0246149675996
776,31.6364062197,592.1109853295395
777,33.504250291,595.1769503357397
778,51.0217357927,599.5980043062796
779,39.231285976,603.0628317156795
780,2854.723135449,602.0233627456796
781,42.519342951,604.1999500919396
782,29.5839431957,603.4158886728796
783,26.77575572,598.5666926583397
784,29.265695253,596.5735745137397
785,2764.959330566,578.6208135371396
786,34.656088,577.0481625469397
787,30.187717267,577.1689173611996
788,29.000141371,577.6137944913996
789,57.4553730334,583.2517300474797
790,2720.3425961394,574.3283831621596
791,77.834621949,582.9640899519596
792,53.024925457,587.5315315899596
793,28.087734487,587.3490502131597
794,28.9604643647,581.6500684794197
795,2663.355357087,570.2526206689397
796,59.3500173967,566.5556997584797
797,109.1570233164,577.7821193303597
798,239.2756568567,620.0197038042996
799,234.527962765,661.1332034843597
800,2686.8366023247,665.8294525318996
801,26.6283324057,659.2851155336996
802,43.883338368,646.2303785440197
803,66.23666661,611.6225804946796
804,44.624775527,573.6419430470796
805,2652.317650653,566.7381527127396
806,35.707395112,568.5539652539996
807,29.529894712,565.6832765227996
808,41.660705604,560.7680843215996
809,128.3944308297,577.5220153821396
810,2771.361465611,601.3307783737396
811,45.525501349,603.2943996211395
812,50.29129087,607.4466788527395
813,22.47990747,603.6105192259396
814,32.369425747,584.4055182093996
815,2812.892697279,592.7117645429996
816,21.46188745,587.8990417631996
817,21.50626679,582.1420369471996
818,24.506413125,582.5473380781997
819,33.98540895,582.8705347187996
820,2917.310215978,603.7540384585997
821,29.920916584,605.4458442853996
822,25.278335859,606.2002580991997
823,30.71449403,607.4418742801997
824,21.51076902,604.9469462941996
825,2919.800089298,605.4449209581996
826,20.216262263,603.5039900939995
827,20.997890367,602.6479009955996
828,22.068808808,600.9187639511995
829,21.083415125,600.8332931721995
830,2887.7614849667,594.4255723059397
831,22.77155428,594.9366307093397
832,24.967551089,595.7305628537396
833,18.2788183647,594.9725647650797
834,21.3074118637,595.0173641128197
835,2796.2848872747,576.7220445744197
836,20.67395893,576.3025255044197
837,27.2972281964,576.7684609258997
838,20.930780077,577.2988532683596
839,13.79195397,575.7957616896197
840,2790.6932222967,574.6774286940197
841,38.01719584,578.1460760760197
842,272.5554094731,627.1977123313596
843,238.727731729,670.7571026617596
844,110.4203132287,690.0827745134995
845,3313.418232342,794.6277765225597
846,19.693577499,790.9630528543596
847,24.44048763,741.3400684857396
848,22.598479444,698.1142180287395
849,19.332066152,679.8965686133996
850,3652.789231773,747.7707684995996
851,23.1051987937,748.4530927585396
852,24.965206163,748.5580364651396
853,26.355350926,749.3094107615397
854,45.089510856,754.4608997023397
855,2989.629924681,621.8290382839397
856,28.49426381,622.9068512871997
857,23.995997301,622.7130095147998
858,23.56323821,622.1545869715997
859,20.55390397,617.2474655943996
860,2688.86407012,557.0942946821997
861,22.188914898,555.8332248997997
862,35.05999777,558.0460249935998
863,41.258785684,561.5851344883997
864,101.206558578,577.7156654099997
865,2742.812633133,588.5053780125996
866,92.327703047,602.5331356423997
867,48.385459628,605.1982280139996
868,35.603385229,604.0671479229997
869,59.243790347,595.6745942767996
870,2958.054178073,638.7229032647996
871,58.109222172,631.8792070897996
